영화제목,영화링크,평점,댓글
강철비2: 정상회담,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=188909&target=after,1,"0점 주고싶어요...,,,"
#살아있다,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=189537&target=after,1,댓글보니까 배우들 연기력이 아깝다고 하는데무슨 연기력 타령입니까 ㅋㅋ 이게 유아인 수준이지작품보는 안목도 배우의 재능이지그냥 원래 그정도 수준밖에안되는 급 배우들임 ㅋㅋ
강철비2: 정상회담,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=188909&target=after,2,북한은 위대하다..머 그런 얘기 인듯..
반도,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=185917&target=after,10,로드액션이 특히 재밌네요. 매드맥스 재밌게 본 사람이면 좋아할 듯
더 이퀄라이저 2,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=156495&target=after,10,2편도 훌륭하다 덴젤워싱턴 명불허전.
강철비2: 정상회담,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=188909&target=after,1,몰입이안된다.  아무리 픽션이지만 공감이 안가..
강철비2: 정상회담,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=188909&target=after,6,한민족의 평화 조차도 당사자들 끼리 어쩌지 못하는 현실을 영화에서도 잘보여주고있다.
강철비2: 정상회담,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=188909&target=after,1,내용이 하나도없습니다정말 이번영화보고 앞으로 한국영화는 후기보고 봐야할거같네요너무실망입니다
강철비2: 정상회담,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=188909&target=after,9,"한반도를 둘러싼 강대국의 이해관계가 아주 짧은 영화에 나타나 있다. 각국 그리고 각자의 이해관계가 표출되지만, 한반도는 통일을 향해 진일보해야만 한다"
반도,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=185917&target=after,2,"권해효 연기 더럽게 못함. 억지 눈물 강요.  28일후, 28주후의 긴장감이 전혀 없음."
소년시절의 너,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=192066&target=after,10,2020년에 발견 한 보석같은 영화!!
강철비2: 정상회담,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=188909&target=after,2,공감 도  안되고 현국가정부를  너무 미화한 느낌...보기 많이  불편했네요...
강철비2: 정상회담,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=188909&target=after,5,"음모를 밝히는 부분은 자백재 맞은 미국 대통령의 입을 통해 술술 흘러나오고, 음모를 분쇄하는 부분은 귀신처럼 달려온 부선장의 총질 몇방으로 이뤄진다. 담배냄새와 방귀냄새로 점철된 갈등의 해소 역시 한국 대통령의 준엄한(?) 꾸짖음에 해소된다는 황당무계함이나 에필로그에서의 오글거리는 연설이 이 영화의 무게감을 떨어뜨린다."
알투비:리턴투베이스,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=72560&target=after,10,비 은근히 연기 잘해ㅋㅋ
강철비2: 정상회담,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=188909&target=after,10,"한국,북한,미국,일본 현재의 정세를 고려해서 있을 법한 얘기로 풀어내서 몰입이 더 되었음.8-9점. 평점 테러 때문에 10점 줍니다"
플라이트,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=96359&target=after,10,"내 나이 서른 다섯, 나도 그처럼 자유로워질 수 있을까?..."
셔터 아일랜드,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=69689&target=after,10,디캐프리오 영화들 섭렵중 보게된 영화 포스터가 먼가 안땡겨서 미루다 봤는데 역시 재밌었다 비오는날 혼자 보면 약간 무섭? 마지막 반전이 재밌다
세인트 주디,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=168051&target=after,10,기대없이봤는데 정말 좋았어요.훌륭합니다
알투비:리턴투베이스,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=72560&target=after,1,아무리 영화라고 해도 북한 전투기가 서울 한복판에 들어 와서 미사일 쏘는디  닌기미 우리 공군은 쏘지 말라고 명령 하는거 리얼 ㅁㅊ 거 아님?  아니 적기 따라다닐라고 전투기 구입하냐 한국은 ㅋㅋㅋㅋ
강철비2: 정상회담,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=188909&target=after,1,이게 8점이라고?ㅋㅋㅋ
강철비2: 정상회담,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=188909&target=after,10,"중간에 중재역할하는 우리나라 대통령의 힘듬과 그의 힘이 고스란히 느껴져서 애잔하고 고마웠어요!!!!강경주의는 참 쉽죠 일단, 말을 쎄게 지르면 인기가 생기니까요 국민을 위해 끝까지인내하고 설득하는 진짜 지도자 ♥"
세인트 주디,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=168051&target=after,10,강철비보다 100배 나음
짝패,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=58280&target=after,10,조금 오바지만 액션 최고 . 한국영화 최곱니다
욕창,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=185151&target=after,10,정말 공감이 가는  좋은 영화 입니다~
인사이드 르윈,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=89627&target=after,1,찌질함의 최고 스토리도 엉망
위대한 쇼맨,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=106360&target=after,10,진짜 위대한쇼맨은 인생영화다...  몇번을 봐도 안질리고 노래도 너무좋고 뮤지컬 영화를 좋아하는 나한테는 최고의 영화이다.
강철비2: 정상회담,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=188909&target=after,10,연기들이 짱짱햇음 방귀장면 첵고
알투비:리턴투베이스,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=72560&target=after,7,공중전은 볼만합니다 탑건은 미그기를 f-20타이거샤크를 적기로 등장시켜 고증따위 무시하고 만들었음에도 온갖 찬란한 수식어로 칭찬해놓고 왜 이건 왜이리 심한 욕을 하는지...
#살아있다,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=189537&target=after,10,나혼자 당할순없다. 꿀잼입니다. 꼭보세요.
강철비2: 정상회담,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=188909&target=after,2,진짜 별로예요 이건 킬링타임도 아니예요 시간낭비예요그냥
강철비2: 정상회담,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=188909&target=after,10,대단한 상상력~ 한반도 정세는 우리가 단순하게 생각할게 아니라는 것~
인 디 아일,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=163712&target=after,8,평범한 삶의 일상이지만 다들  인생의 깊이는 있다. 자연스러운 연기^^
퍼펙트맨,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=180390&target=after,10,조진웅님 연기 이렇게 잘하시는지 몰랐어요 너무 웃김 ㅋㅋ
반도,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=185917&target=after,2,< A.D.7000 >공포 단편선X 내용 표절좀 하신듯
강철비2: 정상회담,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=188909&target=after,1,그냥 좌파영화임 영화에 정치성향을 넣네 재미도없고 의미도 없다~
강철비2: 정상회담,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=188909&target=after,10,우리나라 대통령이 감정이입하면서 봤습니다.꼭 보세요~ 중간 중간 유머스러운 모습도 좋았습니다 . 마지막엔 어찌나 눈물이나던지 ㅠㅠ
더 기프트,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=137911&target=after,10,이해간다. 마음 아프다.
강철비2: 정상회담,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=188909&target=after,1,내 인생 최악의 영화
강철비2: 정상회담,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=188909&target=after,2,거의 영화가 x레기수준
톨 걸,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=192482&target=after,10,
잃어버린 세계를 찾아서 2 : 신비의 섬,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=81010&target=after,6,진짜 별로다스토리도 개연성도 별로감동과 영상미도 별로공짜로 보는것도 반 보다 그만둠참고참고 반 봤다
강철비2: 정상회담,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=188909&target=after,10,이영화잼없다는사람은극우의지령을받은친일파일베틀딱토착왜구적폐민족의반역자들이랑께~아무리잼없어도억지로라도보고무적권칭찬해주는게우리민주깨시민의임무지라~사회주의만세공산주의만세주체사상만세우리이니만쉐김정은만쉐~적화통일가즈아~
반도,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=185917&target=after,1,진짜.. 뻔한 클리셰 덩어리..
강철비2: 정상회담,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=188909&target=after,9,"바다 밑 잠수함에서 벌어지는 긴장감 넘치는 스토리 전개, 남북한, 미,일,중 5개국 사이의 자국 이익 우선 추구의 전략 전개 스토리도 생각해 볼 만 했습니다. 평점이 낮은건 김정은이 홀쭉하게 나와서 좀 어색하고, 미국 대통령의 연기가 좀 어설퍼서 그런가 보네요. 볼만한 영화라 생각합니다."
반도,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=185917&target=after,10,좀비영화에서 뭘 그리 기대를 하는가
정도,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=193686&target=after,7,1헨리연기잘한다. 2.여자배우 임진함 귀엽다. 장래가 촉망. 3.옛날 정통판타지 보는듯하다. 다만 그래서 여러사람들이 유치하다고 한듯하다. 이야기구조가 낡았다. 4.아예 드라마로 길게 나왔다면 더 인기가 좋았을텐데 영화라서 시간에 쫓겨 스토리가 진행된다. 그래서 좀 난잡하다는 느낌이 들엇다. 5.솔직히 요즘 쏟아지는수많은 쓰레기중국영화 중 가장 낫다. 6.고증따윈 버리고 판타지영화로 봐라.
강철비2: 정상회담,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=188909&target=after,1,영화보다 화가나서  1점도 아까움
반도,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=185917&target=after,6,마치 변신할때까지 기다려주는 악당처럼 울때나 구하러갈때 기다려주는 착한 좀비들과 착한 631 부대 들...
반도,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=185917&target=after,6,음.. 자극적이고 액션신만 멋있었다.
소년시절의 너,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=192066&target=after,9,눈물을 늘 머금은 주동우가 언젠가 환하게 웃을 수 있길 바라며 봤다
반도,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=185917&target=after,2,오랜만에 영화관갔는데 당분간 다시 안갈느낌
강철비2: 정상회담,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=188909&target=after,10,솔직히 좋았다 한국 영화 세계시장에 내놔도 부끄럽지 않을 만큼 성장했다는걸 실감했다. 탄탄한 스토리와 개연성 그리고 영상미.. 정상급 배우들 뭐 하나 빠진게 없다 최고!
반도,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=185917&target=after,10,확실히 부산행이 더 재미있긴 하지만 반도도 굉장히 재밌음 특히 강동원이 너무 잘생김
강철비2: 정상회담,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=188909&target=after,10,생각보다 재밌네융~잠수함액션이재밌음
#살아있다,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=189537&target=after,8,좀비물의 다양성을 봤다...확실히 k좀비장르의 특색이 있는 영화다
강철비2: 정상회담,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=188909&target=after,10,나만 당하면 억울하다. 김정은 만세라도 외쳐줄까? 영화를 이렇게 지루하게 만드는것도 재주냐?
키싱 부스 2,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=184520&target=after,10,
강철비2: 정상회담,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=188909&target=after,1,좌좀 영화. 북괴를 친구로 만드려는 문재앙을 위한 영화.
강철비2: 정상회담,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=188909&target=after,10,토착왜구들 다 몰려왔네
강철비2: 정상회담,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=188909&target=after,6,솔직히 감독 욕심이 이번엔 좀 과했다는 느낌이 드네요!!너무 많은걸 담으려는 시도가 나쁘진않았어요!!관객들 숨 쉴 공간은 주셔야죠!!기대가 큰걸까...영화는 잘나왔는데 감흥이 없는건 나뿐인가?ㅠ
#살아있다,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=189537&target=after,1,개연성이라고는 눈을씻고 찾을래야 찾을수가없음...킬링타임용으로 버티기도 힘든수준;;
사라진 시간,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=179894&target=after,1,제목 잘 지었다는 생각.감독이 누구라고?
건축학개론,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=88426&target=after,9,첫눈씬 참 슬펐습니다..
보헤미안 랩소디,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=156464&target=after,9,젊은 그룹 퀸을 본다는거 자체만으로도....너무 좋았슴.
너의 이름은.,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=150198&target=after,10,진짜 대박대박 ㅠㅠㅠㅠ
아저씨,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=71509&target=after,10,"OO후에 봐도 손색없는 영화. 연기, 스토리, 연출 흠잡을데가 없다 ㅎㅎㅎ 다들 연기 넘넘 잘하심"
깡패와 소녀,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=193976&target=after,10,내용도 좋고 배우들 진짜 연기 잘하고 마지막장면 눈물 흘렸습니다
강철비2: 정상회담,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=188909&target=after,2,영화가 아니다 똥이다 이걸 영화라고 만드냐
강철비2: 정상회담,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=188909&target=after,8,주관평점8점... 색깔 따지지 않고 보면 괜찮은 개그물? 입니다. 한국영화 특수효과 많이 좋아진 것 같아 조금은 뿌듯하더군요. 또람푸~ 역활 미국인이 눈에 많이 띄네요. 약간은 민족주의 성 영화이지만... 즐기는 데는 지장 없습니다.
강철비2: 정상회담,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=188909&target=after,1,옛날 북한사람들은 다 뿔달린 뻘건 괴물들인것처럼 배운적이 있었다 어른이 되고 나서 그 허무맹랑한 반공교육에 대한 배신감 어처구니없어 웃고 말았는데 이 영화 또한 그와 뭐가 다른가 ㅋㅋ 미국대통령을 저렇게 아무생각없는 돼지로 희화화 해놓고 애들에게 영화보라고? 에휴..정신승리도 좋지만 이따구로 전교조식 선동영화는 때려쳐라.
야구소녀,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=189633&target=after,8,"이 영화에 페미 프레임 씌우고 싸우려는 생각없는 남자들, 여자들  모두 반성해야 한다. 그냥 편견과 열정에 관한 영화이다"
강철비2: 정상회담,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=188909&target=after,1,그냥 좌파 선동 영화. 존재 자체가 민폐인 쓰레기.
서울역,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=122195&target=after,6,감독이 실제로 전하고자 하는 내용이 다 들어가 있긴 한데 더빙이 짜증남. 덜 징징대고 덜 헉헉거렸으면 괜찮았을 듯.
강철비2: 정상회담,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=188909&target=after,10,"눈을 씻고 찾아봐도 1도없는 북한미화, 종북 타령으로 극우 유튜버들에게 지령받고 별점테러하는 일베 신천지 틀딱 여러분 안녕하십니까. 대한민국의 주적은 일본도 북한도 아닌 바로 여러분처럼 쌍팔년도 사고방식으로 대한민국을 좀먹는 사람들입니다. 수고하십쇼~"
#살아있다,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=189537&target=after,1,우리나라 영화의 수준인가? 여기저기서 주워 모은 퍼즐조각이 오히려 독이 된다는 설정.
#살아있다,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=189537&target=after,6,나쁘지않게 좀비영화 너무 보고싶은데 다봐서 볼거없을때 보면 괜찮을영화 좀비가 너무 똑똑하고 문이랑 위치는 소리한번나면 귀신같이 찾아옴  //  헬기..ㅎ 꼭 그랬어야 했나
강철비2: 정상회담,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=188909&target=after,1,으악  으악 으악 으악
강철비2: 정상회담,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=188909&target=after,7,
어느 가족,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=172174&target=after,10,눈물을 펑펑 쏟게 만든 영화다. 먹먹함이 아직도 남아있다.
다크 나이트,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=62586&target=after,10,이명작을 왜이제서 봤을까....
강철비2: 정상회담,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=188909&target=after,1,현실 왜곡 좌빨 선동 영화.
블루 아워,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=183429&target=after,6,스나. 나도 내가 잘 살고 있는지 모르겠어. 그렇지만 열심히 살고 있어.
블루 아워,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=183429&target=after,6,스나. 나도 내가 잘 살고 있는지 모르겠어. 그렇지만 열심히 살고 있어.
강철비2: 정상회담,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=188909&target=after,2,북한 주체사상 선동영화
악인전,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=177967&target=after,10,
마이티 오크: 다시 만난밴드,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=195757&target=after,9,큰 기대를 하지않고 가족끼리 보기 좋은 영화.올 상반기 본 한국영화들에 비해 훌륭한 영화.잔잔한 여운을 느끼고 싶다면 추천.
강철비2: 정상회담,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=188909&target=after,1,최악
강철비2: 정상회담,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=188909&target=after,2,평론가들 돈받고 평론하지? 지금~~ㅋ.ㅋ.ㅋ.ㅋ.ㅋ에혀~~~갈고리충 같은 어!!평점 잘못줬다..1점인데..ㅠ
뺑반,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=164173&target=after,7,타임킬링용으로 무난했어요. 중간중간 뻔한 스토리와 이상한 개연성 때문에 표정이 일그러지는 순간들이 많았지만... 박진감 넘치는 레이싱씬과 배우분들의 열연은 잘 봤습니다.
알투비:리턴투베이스,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=72560&target=after,1,인성 문제 있어??!!
카오산 탱고,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=174261&target=after,6,부족한 스토리에 대사 엄청 촌스럽고 유머코드도 뭔지 모르겠구 말도 안되는 미사어구 붙인 나레이션에 감독 혼자 자위한 영화 이래서 독립영화 안 보는거다. 음악만 있고 배우만 아깝다 영화 아무나 만드는거 아니다
강철비2: 정상회담,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=188909&target=after,1,하...진짜....마이너스 평점 주는것 없나요?
#살아있다,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=189537&target=after,8,시간 보내기는 좋음...
강철비2: 정상회담,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=188909&target=after,1,전편보다 재미없고 내용 분노가 치미네요..
소년시절의 너,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=192066&target=after,10,겨우 상영하는 곳 찾아서 봤던 영화.ㅠㅜ추천합니다~시간 가는 줄 몰랐윰
태극기 휘날리며,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=36666&target=after,10,
강철비2: 정상회담,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=188909&target=after,1,한시간만에 보다가 집으로 고고 무슨내용인지 나만 이해 안되나
1917,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=187321&target=after,8,새로운 전쟁 영화를 접하게 된 계기가 되었네요
강철비2: 정상회담,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=188909&target=after,1,"정치적인 성향이 너무 들어난다는,,, 문재인 빠 영화 인듯 노잼 .... 잠수함에 토크쇼라니 ..."
온워드: 단 하루의 기적,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=187351&target=after,10,
강철비2: 정상회담,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=188909&target=after,1,독도야 통일이야 뭔얘기야 진짜 염력도 재밌게봤는데 ..;;; 하
밤쉘: 세상을 바꾼 폭탄선언,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=191143&target=after,10,피해자라는 생각에 마음이 불편하고 두려운 이들이 꼭 보길 바란다말 하지 않고도 우린 밤쉘을 통해 연대의 힘을 느낀다두려움은 당신이 아니라 오로지 가해자의 몫이다
늑대의 유혹,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=37919&target=after,10,유트브를통해 줄거리를보다가 결말이 궁금해서 영화를 봤어요.이렇게 슬픈결말인줄 몰랐네요.요즘 드라마만 보다가 보니 새롭네요.
#살아있다,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=189537&target=after,6,같은 내용이 반복되다 보니 지루함이 있습니다.
강철비2: 정상회담,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=188909&target=after,4,정우성 연기 쵝오재미는 별로
강철비2: 정상회담,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=188909&target=after,1,이건 못보겠다 자기 정치색 강요할거면 잘만들기라도 하던가
반도,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=185917&target=after,10,이거 재미없다는 사람들은 경쟁사알바인가? 액션씬도 디게 갠찮고 스토리도 갠찮은데(물론 마무리가 좀 허무하게끝났지만 이게 최선이 아닐까?) 저 이거보다 처음으로 오열했네요 ㅠ 너무 잘봤습니다 이정현 연기 ㅎㄷㄷ
강철비2: 정상회담,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=188909&target=after,1,이런 것을 영화라고 만드는 감독과 배우의 수준... ㅉㅉ
강철비2: 정상회담,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=188909&target=after,8,약간의 코믹을 겸하여 보는 재미가 배가되어 더 좋았던거 같습니다.정치적인 상황만 계속 전개를 하다보면 좀 지루할텐데 중간중간 코믹이 감초 역활을 톡톡히 했네요.ㅎㅎㅎ
강철비2: 정상회담,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=188909&target=after,4,으 ... 진짜 넘 싫다 웃기지도 않은데 웃길라고 아주 생리적 현상같은 ...
강철비2: 정상회담,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=188909&target=after,6,앞부분 너무 말이 안되서 코메디인가..지금 웃어야하나.. 통역가분 웃기는거 같은데 안웃기고 암튼 그랬는데 나중에 잠수함 폭탄 날리는씬 같은건 볼만하고...90년대 미국 영웅주의 할리우드 액션영화의 한국버전이라고 생각하면 볼만한거같아요
#살아있다,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=189537&target=after,10,저는 영화가 좋습니다.
메기,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=179398&target=after,10,
강철비2: 정상회담,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=188909&target=after,1,아무리 영화지만 사상주입시키는것같아 거부감든다
강철비2: 정상회담,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=188909&target=after,1,문진핑 김씨일가 우상화 지렷다625 당시 짱개 새키들은 조선족 앞세워 쳐들어 오고 재조지은의 나라 천조국 은 180만 파견에 4만명에 가까이 전사 인걸 알아야 한다
강철비2: 정상회담,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=188909&target=after,1,핵노잼 억지 영화...
반도,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=185917&target=after,1,"연기, 스토리, cg단 하나도 없는 영화있는건 차광고뿐2시간동안 돈내고 차 광고보고온 느낌"
반도,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=185917&target=after,10,강동원 너무 멋지고 정말 슬프고 재밌었습니다!!!
에베레스트,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=194295&target=after,1,이걸 재밌다고 하고 자빠졌네 미친 사람들 ㅋ
튼튼이의 모험,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=162423&target=after,10,평론가 놈들아 이제 어떻게 6점대냐? 기상청 같은 놈들
#살아있다,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=189537&target=after,7,나름 재밌게봤는데
강철비2: 정상회담,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=188909&target=after,1,1점도 아깝다...차라리 한국의 대통령이 북한의 김정은과 협력하에  서로 평등하게 하게 위해서 한국경제 붕괴 시킨다는 시나리오가 훨씬 현실적이다.
원 데이,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=79770&target=after,6,둘빼고는 민폐만 남은 사랑
강철비2: 정상회담,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=188909&target=after,1,영화 중간에 나온거 처음임
강철비2: 정상회담,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=188909&target=after,9,재밌던데..유연석 얼굴이..근데 영화도 재밌었음
부활,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=194368&target=after,10,이태석 신부님 존경합니다!
반도,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=185917&target=after,10,와이프랑 잼나게 봤어요.
강철비2: 정상회담,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=188909&target=after,1,
#살아있다,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=189537&target=after,10,좀 아쉬웠지만 진짜로 재밌게 봤습니다
#살아있다,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=189537&target=after,2,노잼.. 개연성 없고 연기력도 글쎄..
디지몬 어드벤처 라스트 에볼루션 : 인연,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=192613&target=after,10,핵 감 동 ㅠㅠ 완전 여운길어요
프리즈너,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=194285&target=after,1,신랑이 액션영화..진짜 좋아하는데 보다 잠들었어요아까운 돈보다 그냥 돈버리고 차라리 잠을 선택하는게 백만배이상 나아요쓸데없이 같은 장면의 회상씬..최고 최악!만든 사람들도 출연한 연기자들도 보는 우리도 한심하단 생각만 들게만드는 신기한 영화80년대 영화도 이보다 재밌지..
강철비2: 정상회담,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=188909&target=after,10,첫번째 파트 그냥 현실: 진짜 대한민국 역할은 그냥 막노동이구나 ㅠㅠ 우리나라 대통령자리가 참 힘든 자리다. 두번째파트 판타지 블랙코미디: 현실이 적절이 반영된 코미디 ㅋㅋㅋ 웃겼다 세번째파트 판타지 잠수함 액션: 진짜 꾸르잼 손에 땀을 쥐고 보았다. 마지막 국뽕:나름 봐줄만한 수준이었다 결론은 : 추천합니다. 평점은 중상정도 인데 일베테러 방지용으로 10점 줌
소공녀,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=159311&target=after,2,정말 자신의 가치관을 위해 열심히 사는 사람들이 보기에 미소는 영화적인 과장을 떠나서라도 기분이 나쁘다. 미소처럼 자신의 취향에 중독된 듯 사는것은 낭만이 아니고 오만이다. 영화에선 자신의 삶을 내던지듯 살아가는게 유니크한 삶을 살듯 포장되어진다. 미소라는 캐릭터가 현실에 적응하면서도 자신만의 낭만을 쫒는 사람들을 오히려 비꼬는것만 같다.
